"id","index","epi","ar","et","nbr_boite","name_project","etude","date","secteur","ti","name_document","nbr_document_a3","nbr_document_a4","nbr_plan","type_document_a3","type_document_a4","type_document_a0","nbr_copy","nbr_exemplaire","nbr_folder","salle","created_by_id","last_update_by_id"
5536,"121-1-1","1","2","1","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","étude de affectibilité",NULL,"BEHT3 ET 4","TTI","note de synthèse de l'étude de affectibilité","","32","","","rapport","","32","","8","SALLE ARCHIVE",NULL,NULL
5537,"121-1-2","1","2","1","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","étude de affectibilité",NULL,"BEHT3 ET 4","TTI","version définitive","","183","","","rapport","","183","","8","SALLE ARCHIVE",NULL,NULL
5538,"122-1-1","1","2","2","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","étude d'impact du projet sur l'environnement",NULL,"BEHT3 ET 4","TTI","rapport de synthèse","","21","","","rapport","","","","9","SALLE ARCHIVE",NULL,NULL
5539,"122-1-2","1","2","2","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","étude d'impact du projet sur l'environnement",NULL,"BEHT3 ET 4","TTI","rapport","","156","","","rapport","","","","9","SALLE ARCHIVE",NULL,NULL
5540,"122-2-1","1","2","2","2","marché 3/2012/DIAEA/DA/SAF étude d'impact de l'urbanisation sur les terres agricoles et l'élaboration d'un plan d'action pour la protection des terres agricoles autour des centres urbains et ruraux zone nord","élaboration des plans de zonage et plan d'action pour la préservation des terres agricoles",NULL,"","TTI","rapport","77","164","","plan de situation","rapport","","198","","2","SALLE ARCHIVE",NULL,NULL
5541,"122-2-2","1","2","2","2","marché 3/2012/DIAEA/DA/SAF étude d'impact de l'urbanisation sur les terres agricoles et l'élaboration d'un plan d'action pour la protection des terres agricoles autour des centres urbains et ruraux zone nord","élaboration des plans de zonage et plan d'action pour la préservation des terres agricoles",NULL,"","TTI","cartes des zones","","","10","","","cartes topographique","","10","","SALLE ARCHIVE",NULL,NULL
5542,"123-1-1","1","2","3","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","plan du réseau de drainage au 1/2000","","","46","","","plan du réseau de drainage","","46","9","SALLE ARCHIVE",NULL,NULL
5543,"124-1-1","1","2","4","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","plan du réseau de drainage au 1/2000","","","45","","","plan du réseau de drainage","","45","9","SALLE ARCHIVE",NULL,NULL
5544,"125-1-1","1","2","5","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Plan des réseaux d'irrigation et d'assainissement au 1/5000","","","44","","","Plan des réseaux d'irrigation et d'assainissement","","44","9","SALLE ARCHIVE",NULL,NULL
5545,"126-1-1","1","2","6","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Rapport de synthèse","9","94","","rapport","rapport","","79","","4","SALLE ARCHIVE",NULL,NULL
5546,"126-1-2","1","2","6","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Rapport","21","235","","carte topographique","rapport","","232","","4","SALLE ARCHIVE",NULL,NULL
5547,"126-1-3","1","2","6","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Annexes","6","184","","plan de réseau d'irrigation","rapport","","230","","4","SALLE ARCHIVE",NULL,NULL
5548,"126-1-4","1","2","6","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","plan de situation et de masse","","","1","","","plan de situation et de masse","","1","4","SALLE ARCHIVE",NULL,NULL
5549,"126-1-5","1","2","6","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","plan des réseaux d'irrigation et d'assainissement","","","8","","","plan des réseaux d'irrigation et d'assainissement","","8","4","SALLE ARCHIVE",NULL,NULL
5550,"126-1-6","1","2","6","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Plan d'ensemble","","","1","","","Plan d'ensemble","","1","4","SALLE ARCHIVE",NULL,NULL
5551,"126-1-7","1","2","6","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Plan des ouvrages type d'assainissement","","","15","","","Plan des ouvrages type d'assainissement","","3","4","SALLE ARCHIVE",NULL,NULL
5552,"126-2-1","1","2","6","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Rapport de synthèse","9","94","","carte d'intersection de la matrice","rapport","","79","","4","SALLE ARCHIVE",NULL,NULL
5553,"126-2-3","1","2","6","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Annexes","","179","","","rapport","","230","","4","SALLE ARCHIVE",NULL,NULL
5554,"126-2-4","1","2","6","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","plan de situation et de masse","","","1","","","plan de situation et de masse","","1","4","SALLE ARCHIVE",NULL,NULL
5555,"126-2-5","1","2","6","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","plan des réseaux d'irrigation et d'assainissement","","","8","","","plan des réseaux d'irrigation et d'assainissement","","8","4","SALLE ARCHIVE",NULL,NULL
5556,"126-2-6","1","2","6","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Plan d'ensemble","","","1","","","Plan d'ensemble","","1","4","SALLE ARCHIVE",NULL,NULL
5557,"126-2-7","1","2","6","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Réseau d'irrigation plan ouvrage type","","","8","","","Réseau d'irrigation plan ouvrage type","","11","4","SALLE ARCHIVE",NULL,NULL
5558,"127-1-1","1","2","7","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","assainissement externe de la rive gauche de l'oued Sebou",NULL,"BEHT3 ET 4","TTI","note de synthèse ","","48","","","rapport","","100","","9","SALLE ARCHIVE",NULL,NULL
5559,"127-1-2","1","2","7","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","assainissement externe de la rive gauche de l'oued Sebou",NULL,"BEHT3 ET 4","TTI","rapport","","144","","","rapport","","23","","9","SALLE ARCHIVE",NULL,NULL
5560,"127-1-3","1","2","7","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","assainissement externe de la rive gauche de l'oued Sebou",NULL,"BEHT3 ET 4","TTI","annexes","","95","","","rapport","","94","","9","SALLE ARCHIVE",NULL,NULL
5561,"127-1-4","1","2","7","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","assainissement externe de la rive gauche de l'oued Sebou",NULL,"BEHT3 ET 4","TTI","Profils en long","","","10","","","profil en long","10","","9","SALLE ARCHIVE",NULL,NULL
5562,"127-1-5","1","2","7","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","assainissement externe de la rive gauche de l'oued Sebou",NULL,"BEHT3 ET 4","TTI","assainissement externe de la rive gauche de l'oued Sebou","23","","","cartes topographique","","","10","","9","SALLE ARCHIVE",NULL,NULL
5563,"127-2-1","1","2","7","2","Etude de faisabilité de l'aménagement hydro-agricole de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Projet de mise en valeur agricole",NULL,"BEHT3 ET 4","TTI","Attentes de agriculteurs","","23","","","rapport","","","","8","SALLE ARCHIVE",NULL,NULL
5564,"127-2-2","1","2","7","2","Etude de faisabilité de l'aménagement hydro-agricole de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Projet de mise en valeur agricole",NULL,"BEHT3 ET 4","TTI","Identification des Opérateurs et Projet","","94","","","rapport","","","","8","SALLE ARCHIVE",NULL,NULL
5565,"127-2-3","1","2","7","2","Etude de faisabilité de l'aménagement hydro-agricole de la zone centrale de la T.T.I du Gharb et sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Projet de mise en valeur agricole",NULL,"BEHT3 ET 4","TTI","Rapport principal","","96","","","rapport","","","","8","SALLE ARCHIVE",NULL,NULL
5566,"128-1-1","1","2","8","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Diagnostic de la situation actuelle",NULL,"BEHT3 ET 4","TTI","note de synthèses","","68","","","rapport","","42","","7","SALLE ARCHIVE",NULL,NULL
5567,"128-1-2","1","2","8","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Diagnostic de la situation actuelle",NULL,"BEHT3 ET 4","TTI","Rapport version définitive","","120","","","rapport","","108","","7","SALLE ARCHIVE",NULL,NULL
5568,"128-1-3","1","2","8","1","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Diagnostic de la situation actuelle",NULL,"BEHT3 ET 4","TTI","Album photos version définitive","","187","","","rapport","","48","","7","SALLE ARCHIVE",NULL,NULL
5569,"128-2-1","1","2","8","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Rapport de synthèse","","43","","","rapport","","68","","8","SALLE ARCHIVE",NULL,NULL
5570,"128-2-2","1","2","8","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","Rapport ","","177","","","rapport","","68","","8","SALLE ARCHIVE",NULL,NULL
5571,"128-2-3","1","2","8","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","album photo","","49","","","photos","","68","","8","SALLE ARCHIVE",NULL,NULL
5572,"128-2-4","1","2","8","2","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4",NULL,"BEHT3 ET 4","TTI","atlas des cartes","13","","","atlas des cartes","","","168","","8","SALLE ARCHIVE",NULL,NULL
5573,"128-3-1","1","2","8","3","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Profils en travers canal (B10, T1, T2, OUED ZIANE, HEIDJ, K2, BASRDOM, BHEITA, OUED KERT, K3,R4, KLAB)",NULL,"BEHT3 ET 4","TTI","Profils en travers canal Heidi","","61","","","profil en travers","","","","","SALLE ARCHIVE",NULL,NULL
5574,"128-3-10","1","2","8","3","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Profils en travers canal (B10, T1, T2, OUED ZIANE, HEIDJ, K2, BASRDOM, BHEITA, OUED KERT, K3,R4, KLAB)",NULL,"BEHT3 ET 4","TTI","Profil en travers KLAB","","176","","","profil en travers","","","","","SALLE ARCHIVE",NULL,NULL
5575,"128-3-11","1","2","8","3","Etude de faisabilité de l'aménagement de la zone centrale de la T.T.I du Gharb et de sécurisation de l'alimentation en eau d'irrigation des secteurs BEHT3 et BEHT4","Profils en travers canal (B10, T1, T2, OUED ZIANE, HEIDJ, K2, BASRDOM, BHEITA, OUED KERT, K3,R4, KLAB)",NULL,"BEHT3 ET 4","TTI","Profil en travers Oued Kart","","153","","","profil en travers","","","","","SALLE ARCHIVE",NULL,NULL
